ugc,type,name,state
ALC019,county,Cherokee,AL
ALC021,county,Chilton,AL
ALC023,county,Choctaw,AL
ALC025,county,Clarke,AL
ALC027,county,Clay,AL
ALC029,county,Cleburne,AL
ALC031,county,Coffee,AL
ALC033,county,Colbert,AL
ALC035,county,Conecuh,AL
ALC037,county,Coosa,AL
ALC039,county,Covington,AL
ALC041,county,Crenshaw,AL
ALC043,county,Cullman,AL
ALC045,county,Dale,AL
ALC047,county,Dallas,AL
ALC049,county,DeKalb,AL
ALC051,county,Elmore,AL
ALC053,county,Escambia,AL
ALC055,county,Etowah,AL
ALC057,county,Fayette,AL
ALC059,county,Franklin,AL
ALC061,county,Geneva,AL
ALC063,county,Greene,AL
ALC065,county,Hale,AL
ALC067,county,Henry,AL
ALC069,county,Houston,AL
ALC071,county,Jackson,AL
ALC073,county,Jefferson,AL
ALC075,county,Lamar,AL
ALC077,county,Lauderdale,AL
ALC079,county,Lawrence,AL
ALC081,county,Lee,AL
ALC083,county,Limestone,AL
ALC085,county,Lowndes,AL
ALC087,county,Macon,AL
ALC089,county,Madison,AL
ALC091,county,Marengo,AL
ALC093,county,Marion,AL
ALC095,county,Marshall,AL
ALC097,county,Mobile,AL
ALC099,county,Monroe,AL
ALC101,county,Montgomery,AL
ALC103,county,Morgan,AL
ALC105,county,Perry,AL
ALC107,county,Pickens,AL
ALC109,county,Pike,AL
ALC111,county,Randolph,AL
ALC113,county,Russell,AL
ALC115,county,St. Clair,AL
ALC117,county,Shelby,AL
ALC119,county,Sumter,AL
ALC121,county,Talladega,AL
ALC123,county,Tallapoosa,AL
ALC125,county,Tuscaloosa,AL
ALC127,county,Walker,AL
ALC129,county,Washington,AL
ALC131,county,Wilcox,AL
ALC133,county,Winston,AL
ARC001,county,Arkansas,AR
ARC003,county,Ashley,AR
ARC005,county,Baxter,AR
ARC007,county,Benton,AR
ARC009,county,Boone,AR
ARC011,county,Bradley,AR
ARC013,county,Calhoun,AR
ARC015,county,Carroll,AR
ARC017,county,Chicot,AR
ARC019,county,Clark,AR
ARC021,county,Clay,AR
ARC023,county,Cleburne,AR
ARC025,county,Cleveland,AR
ARC027,county,Columbia,AR
ARC029,county,Conway,AR
ARC031,county,Craighead,AR
ARC033,county,Crawford,AR
ARC035,county,Crittenden,AR
ARC037,county,Cross,AR
ARC039,county,Dallas,AR
ARC041,county,Desha,AR
ARC043,county,Drew,AR
ARC045,county,Faulkner,AR
ARC047,county,Franklin,AR
ARC049,county,Fulton,AR
ARC051,county,Garland,AR
ARC053,county,Grant,AR
ARC055,county,Greene,AR
ARC057,county,Hempstead,AR
ARC059,county,Hot Spring,AR
ARC061,county,Howard,AR
ARC063,county,Independence,AR
ARC065,county,Izard,AR
ARC067,county,Jackson,AR
ARC069,county,Jefferson,AR
ARC071,county,Johnson,AR
ARC073,county,Lafayette,AR
ARC075,county,Lawrence,AR
ARC077,county,Lee,AR
ARC079,county,Lincoln,AR
ARC081,county,Little River,AR
ARC083,county,Logan,AR
ARC085,county,Lonoke,AR
ARC087,county,Madison,AR
ARC089,county,Marion,AR
ARC091,county,Miller,AR
ARC093,county,Mississippi,AR
ARC095,county,Monroe,AR
ARC097,county,Montgomery,AR
ARC099,county,Nevada,AR
ARC101,county,Newton,AR
ARC103,county,Ouachita,AR
ARC105,county,Perry,AR
ARC107,county,Phillips,AR
ARC109,county,Pike,AR
ARC111,county,Poinsett,AR
ARC113,county,Polk,AR
ARC115,county,Pope,AR
ARC117,county,Prairie,AR
ARC119,county,Pulaski,AR
ARC121,county,Randolph,AR
ARC123,county,St. Francis,AR
ARC125,county,Saline,AR
ARC127,county,Scott,AR
ARC129,county,Searcy,AR
ARC131,county,Sebastian,AR
ARC133,county,Sevier,AR
ARC135,county,Sharp,AR
ARC137,county,Stone,AR
ARC139,county,Union,AR
ARC141,county,Van Buren,AR
ARC143,county,Washington,AR
ARC145,county,White,AR
ARC147,county,Woodruff,AR
ARC149,county,Yell,AR
ASC010,county,Eastern,AS
ASC020,county,Manu'a,AS
ASC040,county,Swains Island,AS
ASC050,county,Western,AS
AZC001,county,Apache,AZ
AZC003,county,Cochise,AZ
AZC005,county,Coconino,AZ
AZC007,county,Gila,AZ
AZC009,county,Graham,AZ
AZC011,county,Greenlee,AZ
AZC012,county,La Paz,AZ
AZC013,county,Maricopa,AZ
AZC015,county,Mohave,AZ
AZC017,county,Navajo,AZ
AZC019,county,Pima,AZ
AZC021,county,Pinal,AZ
AZC023,county,Santa Cruz,AZ
AZC025,county,Yavapai,AZ
AZC027,county,Yuma,AZ
CAC001,county,Alameda,CA
CAC003,county,Alpine,CA
CAC005,county,Amador,CA
CAC007,county,Butte,CA
CAC009,county,Calaveras,CA
CAC011,county,Colusa,CA
CAC013,county,Contra Costa,CA
CAC015,county,Del Norte,CA
CAC017,county,El Dorado,CA
CAC019,county,Fresno,CA
CAC021,county,Glenn,CA
CAC023,county,Humboldt,CA
CAC025,county,Imperial,CA
CAC027,county,Inyo,CA
CAC029,county,Kern,CA
CAC031,county,Kings,CA
CAC033,county,Lake,CA
CAC035,county,Lassen,CA
CAC037,county,Los Angeles,CA
CAC039,county,Madera,CA
CAC041,county,Marin,CA
CAC043,county,Mariposa,CA
CAC045,county,Mendocino,CA
CAC047,county,Merced,CA
CAC049,county,Modoc,CA
CAC051,county,Mono,CA
CAC053,county,Monterey,CA
CAC055,county,Napa,CA
CAC057,county,Nevada,CA
CAC059,county,Orange,CA
CAC061,county,Placer,CA
CAC063,county,Plumas,CA
CAC065,county,Riverside,CA
CAC067,county,Sacramento,CA
CAC069,county,San Benito,CA
CAC071,county,San Bernardino,CA
CAC073,county,San Diego,CA
CAC075,county,San Francisco,CA
CAC077,county,San Joaquin,CA
CAC079,county,San Luis Obispo,CA
CAC081,county,San Mateo,CA
CAC083,county,Santa Barbara,CA
CAC085,county,Santa Clara,CA
CAC087,county,Santa Cruz,CA
CAC089,county,Shasta,CA
CAC091,county,Sierra,CA
CAC093,county,Siskiyou,CA
CAC095,county,Solano,CA
CAC097,county,Sonoma,CA
CAC099,county,Stanislaus,CA
CAC101,county,Sutter,CA
CAC103,county,Tehama,CA
CAC105,county,Trinity,CA
CAC107,county,Tulare,CA
CAC109,county,Tuolumne,CA
CAC111,county,Ventura,CA
CAC113,county,Yolo,CA
CAC115,county,Yuba,CA
COC001,county,Adams,CO
COC003,county,Alamosa,CO
COC005,county,Arapahoe,CO
COC007,county,Archuleta,CO
COC009,county,Baca,CO
COC011,county,Bent,CO
COC013,county,Boulder,CO
COC014,county,Broomfield,CO
COC015,county,Chaffee,CO
COC017,county,Cheyenne,CO
COC019,county,Clear Creek,CO
COC021,county,Conejos,CO
COC023,county,Costilla,CO
COC025,county,Crowley,CO
COC027,county,Custer,CO
COC029,county,Delta,CO
COC031,county,Denver,CO
COC033,county,Dolores,CO
COC035,county,Douglas,CO
COC037,county,Eagle,CO
COC039,county,Elbert,CO
COC041,county,El Paso,CO
COC043,county,Fremont,CO
COC045,county,Garfield,CO
COC047,county,Gilpin,CO
COC049,county,Grand,CO
COC051,county,Gunnison,CO
COC053,county,Hinsdale,CO
COC055,county,Huerfano,CO
COC057,county,Jackson,CO
COC059,county,Jefferson,CO
COC061,county,Kiowa,CO
COC063,county,Kit Carson,CO
COC065,county,Lake,CO
COC067,county,La Plata,CO
COC069,county,Larimer,CO
COC071,county,Las Animas,CO
COC073,county,Lincoln,CO
COC075,county,Logan,CO
COC077,county,Mesa,CO
COC079,county,Mineral,CO
COC081,county,Moffat,CO
COC083,county,Montezuma,CO
COC085,county,Montrose,CO
COC087,county,Morgan,CO
COC089,county,Otero,CO
COC091,county,Ouray,CO
COC093,county,Park,CO
COC095,county,Phillips,CO
COC097,county,Pitkin,CO
COC099,county,Prowers,CO
COC101,county,Pueblo,CO
COC103,county,Rio Blanco,CO
COC105,county,Rio Grande,CO
COC107,county,Routt,CO
COC109,county,Saguache,CO
COC111,county,San Juan,CO
COC113,county,San Miguel,CO
COC115,county,Sedgwick,CO
COC117,county,Summit,CO
COC119,county,Teller,CO
COC121,county,Washington,CO
COC123,county,Weld,CO
COC125,county,Yuma,CO
CTC001,county,Fairfield,CT
CTC003,county,Hartford,CT
CTC005,county,Litchfield,CT
CTC007,county,Middlesex,CT
CTC009,county,New Haven,CT
CTC011,county,New London,CT
CTC013,county,Tolland,CT
CTC015,county,Windham,CT
DCC001,county,District of Columbia,DC
DEC001,county,Kent,DE
DEC003,county,New Castle,DE
DEC005,county,Sussex,DE
FLC001,county,Alachua,FL
FLC003,county,Baker,FL
FLC005,county,Bay,FL
FLC007,county,Bradford,FL
FLC009,county,Brevard,FL
FLC011,county,Broward,FL
FLC013,county,Calhoun,FL
FLC015,county,Charlotte,FL
FLC017,county,Citrus,FL
FLC019,county,Clay,FL
FLC021,county,Collier,FL
FLC023,county,Columbia,FL
FLC027,county,DeSoto,FL
FLC029,county,Dixie,FL
FLC031,county,Duval,FL
FLC033,county,Escambia,FL
FLC035,county,Flagler,FL
FLC037,county,Franklin,FL
FLC039,county,Gadsden,FL
FLC041,county,Gilchrist,FL
FLC043,county,Glades,FL
FLC045,county,Gulf,FL
FLC047,county,Hamilton,FL
FLC049,county,Hardee,FL
FLC051,county,Hendry,FL
FLC053,county,Hernando,FL
FLC055,county,Highlands,FL
FLC057,county,Hillsborough,FL
FLC059,county,Holmes,FL
FLC061,county,Indian River,FL
FLC063,county,Jackson,FL
FLC065,county,Jefferson,FL
FLC067,county,Lafayette,FL
FLC069,county,Lake,FL
FLC071,county,Lee,FL
FLC073,county,Leon,FL
FLC075,county,Levy,FL
FLC077,county,Liberty,FL
FLC079,county,Madison,FL
FLC081,county,Manatee,FL
FLC083,county,Marion,FL
FLC085,county,Martin,FL
FLC086,county,Miami-Dade,FL
FLC087,county,Mainland Monroe,FL
FLC089,county,Nassau,FL
FLC091,county,Okaloosa,FL
FLC093,county,Okeechobee,FL
FLC095,county,Orange,FL
FLC097,county,Osceola,FL
FLC099,county,Palm Beach,FL
FLC101,county,Pasco,FL
FLC103,county,Pinellas,FL
FLC105,county,Polk,FL
FLC107,county,Putnam,FL
FLC109,county,St. Johns,FL
FLC111,county,St. Lucie,FL
FLC113,county,Santa Rosa,FL
FLC115,county,Sarasota,FL
FLC117,county,Seminole,FL
FLC119,county,Sumter,FL
FLC121,county,Suwannee,FL
FLC123,county,Taylor,FL
FLC125,county,Union,FL
FLC127,county,Volusia,FL
FLC129,county,Wakulla,FL
FLC131,county,Walton,FL
FLC133,county,Washington,FL
FMC001,county,Pakin,FM
FMC002,county,Chuuk Lagoon,FM
FMC005,county,Kosrae,FM
FMC010,county,Eauripik,FM
FMC020,county,Kapingamarangi,FM
FMC030,county,Fais,FM
FMC040,county,Pohnpei,FM
FMC060,county,Yap,FM
FMC070,county,Oroluk,FM
FMC080,county,Ngulu,FM
FMC090,county,Pingelap,FM
FMC110,county,Ulithi,FM
FMC120,county,Woleai,FM
FMC350,county,Fananu,FM
FMC410,county,Losap,FM
FMC420,county,Lukunoch,FM
FMC610,county,Polowat,FM
FMC640,county,Satawal,FM
GAC001,county,Appling,GA
GAC003,county,Atkinson,GA
GAC005,county,Bacon,GA
GAC007,county,Baker,GA
GAC009,county,Baldwin,GA
GAC011,county,Banks,GA
GAC013,county,Barrow,GA
GAC015,county,Bartow,GA
GAC017,county,Ben Hill,GA
GAC019,county,Berrien,GA
GAC021,county,Bibb,GA
GAC023,county,Bleckley,GA
GAC025,county,Brantley,GA
GAC027,county,Brooks,GA
GAC029,county,Bryan,GA
GAC031,county,Bulloch,GA
GAC033,county,Burke,GA
GAC035,county,Butts,GA
GAC037,county,Calhoun,GA
GAC039,county,Camden,GA
GAC043,county,Candler,GA
GAC045,county,Carroll,GA
GAC047,county,Catoosa,GA
GAC049,county,Charlton,GA
GAC051,county,Chatham,GA
GAC053,county,Chattahoochee,GA
GAC055,county,Chattooga,GA
GAC057,county,Cherokee,GA
GAC059,county,Clarke,GA
GAC061,county,Clay,GA
GAC063,county,Clayton,GA
GAC065,county,Clinch,GA
GAC067,county,Cobb,GA
GAC069,county,Coffee,GA
GAC071,county,Colquitt,GA
GAC073,county,Columbia,GA
GAC075,county,Cook,GA
GAC077,county,Coweta,GA
GAC079,county,Crawford,GA
GAC081,county,Crisp,GA
GAC083,county,Dade,GA
GAC085,county,Dawson,GA
GAC087,county,Decatur,GA
GAC089,county,DeKalb,GA
GAC091,county,Dodge,GA
GAC093,county,Dooly,GA
GAC095,county,Dougherty,GA
GAC097,county,Douglas,GA
GAC099,county,Early,GA
GAC101,county,Echols,GA
GAC103,county,Effingham,GA
GAC105,county,Elbert,GA
GAC107,county,Emanuel,GA
GAC109,county,Evans,GA
GAC111,county,Fannin,GA
GAC113,county,Fayette,GA
GAC115,county,Floyd,GA
GAC117,county,Forsyth,GA
GAC119,county,Franklin,GA
GAC121,county,Fulton,GA
GAC123,county,Gilmer,GA
GAC125,county,Glascock,GA
GAC127,county,Glynn,GA
GAC129,county,Gordon,GA
GAC131,county,Grady,GA
GAC133,county,Greene,GA
GAC135,county,Gwinnett,GA
GAC137,county,Habersham,GA
GAC139,county,Hall,GA
GAC141,county,Hancock,GA
GAC143,county,Haralson,GA
GAC145,county,Harris,GA
GAC147,county,Hart,GA
GAC149,county,Heard,GA
GAC151,county,Henry,GA
GAC153,county,Houston,GA
GAC155,county,Irwin,GA
GAC157,county,Jackson,GA
GAC159,county,Jasper,GA
GAC161,county,Jeff Davis,GA
GAC163,county,Jefferson,GA
GAC165,county,Jenkins,GA
GAC167,county,Johnson,GA
GAC169,county,Jones,GA
GAC171,county,Lamar,GA
GAC173,county,Lanier,GA
GAC175,county,Laurens,GA
GAC177,county,Lee,GA
GAC179,county,Liberty,GA
GAC181,county,Lincoln,GA
GAC183,county,Long,GA
GAC185,county,Lowndes,GA
GAC187,county,Lumpkin,GA
GAC189,county,McDuffie,GA
GAC191,county,McIntosh,GA
GAC193,county,Macon,GA
GAC195,county,Madison,GA
GAC197,county,Marion,GA
GAC199,county,Meriwether,GA
GAC201,county,Miller,GA
GAC205,county,Mitchell,GA
GAC207,county,Monroe,GA
GAC209,county,Montgomery,GA
GAC211,county,Morgan,GA
GAC213,county,Murray,GA
GAC215,county,Muscogee,GA
GAC217,county,Newton,GA
GAC219,county,Oconee,GA
GAC221,county,Oglethorpe,GA
GAC223,county,Paulding,GA
GAC225,county,Peach,GA
GAC227,county,Pickens,GA
GAC229,county,Pierce,GA
GAC231,county,Pike,GA
GAC233,county,Polk,GA
GAC235,county,Pulaski,GA
GAC237,county,Putnam,GA
GAC239,county,Quitman,GA
GAC241,county,Rabun,GA
GAC243,county,Randolph,GA
GAC245,county,Richmond,GA
GAC247,county,Rockdale,GA
GAC249,county,Schley,GA
GAC251,county,Screven,GA
GAC253,county,Seminole,GA
GAC255,county,Spalding,GA
GAC257,county,Stephens,GA
GAC259,county,Stewart,GA
GAC261,county,Sumter,GA
GAC263,county,Talbot,GA
GAC265,county,Taliaferro,GA
GAC267,county,Tattnall,GA
GAC269,county,Taylor,GA
GAC271,county,Telfair,GA
GAC273,county,Terrell,GA
GAC275,county,Thomas,GA
GAC277,county,Tift,GA
GAC279,county,Toombs,GA
GAC281,county,Towns,GA
GAC283,county,Treutlen,GA
GAC285,county,Troup,GA
GAC287,county,Turner,GA
GAC289,county,Twiggs,GA
GAC291,county,Union,GA
GAC293,county,Upson,GA
GAC295,county,Walker,GA
GAC297,county,Walton,GA
GAC299,county,Ware,GA
GAC301,county,Warren,GA
GAC303,county,Washington,GA
GAC305,county,Wayne,GA
GAC307,county,Webster,GA
GAC309,county,Wheeler,GA
GAC311,county,White,GA
GAC313,county,Whitfield,GA
GAC315,county,Wilcox,GA
GAC317,county,Wilkes,GA
GAC319,county,Wilkinson,GA
GAC321,county,Worth,GA
GUC010,county,Guam,GU
HIC001,county,Hawaii in Hawaii,HI
HIC003,county,Oahu in Honolulu,HI
HIC007,county,Niihau in Kauai,HI
HIC009,county,Kahoolawe in Maui,HI
IAC001,county,Adair,IA
IAC003,county,Adams,IA
IAC005,county,Allamakee,IA
IAC007,county,Appanoose,IA
IAC009,county,Audubon,IA
IAC011,county,Benton,IA
IAC013,county,Black Hawk,IA
IAC015,county,Boone,IA
IAC017,county,Bremer,IA
IAC019,county,Buchanan,IA
IAC021,county,Buena Vista,IA
IAC023,county,Butler,IA
IAC025,county,Calhoun,IA
IAC027,county,Carroll,IA
IAC029,county,Cass,IA
IAC031,county,Cedar,IA
IAC033,county,Cerro Gordo,IA
IAC035,county,Cherokee,IA
IAC037,county,Chickasaw,IA
IAC039,county,Clarke,IA
IAC041,county,Clay,IA
IAC043,county,Clayton,IA
IAC045,county,Clinton,IA
IAC047,county,Crawford,IA
IAC049,county,Dallas,IA
IAC051,county,Davis,IA
IAC053,county,Decatur,IA
IAC055,county,Delaware,IA
IAC057,county,Des Moines,IA
IAC059,county,Dickinson,IA
IAC061,county,Dubuque,IA
IAC063,county,Emmet,IA
IAC065,county,Fayette,IA
IAC067,county,Floyd,IA
IAC069,county,Franklin,IA
IAC071,county,Fremont,IA
IAC073,county,Greene,IA
IAC075,county,Grundy,IA
IAC077,county,Guthrie,IA
IAC079,county,Hamilton,IA
IAC081,county,Hancock,IA
IAC083,county,Hardin,IA
IAC085,county,Harrison,IA
IAC087,county,Henry,IA
IAC089,county,Howard,IA
IAC091,county,Humboldt,IA
IAC093,county,Ida,IA
IAC095,county,Iowa,IA
IAC097,county,Jackson,IA
IAC099,county,Jasper,IA
IAC101,county,Jefferson,IA
IAC103,county,Johnson,IA
IAC105,county,Jones,IA
IAC107,county,Keokuk,IA
IAC109,county,Kossuth,IA
IAC111,county,Lee,IA
IAC113,county,Linn,IA
IAC115,county,Louisa,IA
IAC117,county,Lucas,IA
IAC119,county,Lyon,IA
IAC121,county,Madison,IA
IAC123,county,Mahaska,IA
IAC125,county,Marion,IA
IAC127,county,Marshall,IA
IAC129,county,Mills,IA
IAC131,county,Mitchell,IA
IAC133,county,Monona,IA
IAC135,county,Monroe,IA
IAC137,county,Montgomery,IA
IAC139,county,Muscatine,IA
IAC141,county,O'Brien,IA
IAC143,county,Osceola,IA
IAC145,county,Page,IA
IAC147,county,Palo Alto,IA
IAC149,county,Plymouth,IA
IAC151,county,Pocahontas,IA
IAC153,county,Polk,IA
IAC155,county,Pottawattamie,IA
IAC157,county,Poweshiek,IA
IAC159,county,Ringgold,IA
IAC161,county,Sac,IA
IAC163,county,Scott,IA
IAC165,county,Shelby,IA
IAC167,county,Sioux,IA
IAC169,county,Story,IA
IAC171,county,Tama,IA
IAC173,county,Taylor,IA
IAC175,county,Union,IA
IAC177,county,Van Buren,IA
IAC179,county,Wapello,IA
IAC181,county,Warren,IA
IAC183,county,Washington,IA
IAC185,county,Wayne,IA
IAC187,county,Webster,IA
IAC189,county,Winnebago,IA
IAC191,county,Winneshiek,IA
IAC193,county,Woodbury,IA
IAC195,county,Worth,IA
IAC197,county,Wright,IA
IDC001,county,Ada,ID
IDC003,county,Adams,ID
IDC005,county,Bannock,ID
IDC007,county,Bear Lake,ID
IDC009,county,Benewah,ID
IDC011,county,Bingham,ID
IDC013,county,Blaine,ID
IDC015,county,Boise,ID
IDC017,county,Bonner,ID
IDC019,county,Bonneville,ID
IDC021,county,Boundary,ID
IDC023,county,Butte,ID
IDC025,county,Camas,ID
IDC027,county,Canyon,ID
IDC029,county,Caribou,ID
IDC031,county,Cassia,ID
IDC033,county,Clark,ID
IDC035,county,Clearwater,ID
IDC037,county,Custer,ID
IDC039,county,Elmore,ID
IDC041,county,Franklin,ID
IDC043,county,Fremont,ID
IDC045,county,Gem,ID
IDC047,county,Gooding,ID
IDC049,county,Idaho,ID
IDC051,county,Jefferson,ID
IDC053,county,Jerome,ID
IDC055,county,Kootenai,ID
IDC057,county,Latah,ID
IDC059,county,Lemhi,ID
IDC061,county,Lewis,ID
IDC063,county,Lincoln,ID
IDC065,county,Madison,ID
IDC067,county,Minidoka,ID
IDC069,county,Nez Perce,ID
IDC071,county,Oneida,ID
IDC073,county,Owyhee,ID
IDC075,county,Payette,ID
IDC077,county,Power,ID
IDC079,county,Shoshone,ID
IDC081,county,Teton,ID
IDC083,county,Twin Falls,ID
IDC085,county,Valley,ID
IDC087,county,Washington,ID
ILC001,county,Adams,IL
ILC003,county,Alexander,IL
ILC005,county,Bond,IL
ILC007,county,Boone,IL
ILC009,county,Brown,IL
ILC011,county,Bureau,IL
ILC013,county,Calhoun,IL
ILC015,county,Carroll,IL
ILC017,county,Cass,IL
ILC019,county,Champaign,IL
ILC021,county,Christian,IL
ILC023,county,Clark,IL
ILC025,county,Clay,IL
ILC027,county,Clinton,IL
ILC029,county,Coles,IL
ILC031,county,Cook,IL
ILC033,county,Crawford,IL
ILC035,county,Cumberland,IL
ILC037,county,De Kalb,IL
ILC039,county,De Witt,IL
ILC041,county,Douglas,IL
ILC043,county,DuPage,IL
ILC045,county,Edgar,IL
ILC047,county,Edwards,IL
ILC049,county,Effingham,IL
ILC051,county,Fayette,IL
ILC053,county,Ford,IL
ILC055,county,Franklin,IL
ILC057,county,Fulton,IL
ILC059,county,Gallatin,IL
ILC061,county,Greene,IL
ILC063,county,Grundy,IL
ILC065,county,Hamilton,IL
ILC067,county,Hancock,IL
ILC069,county,Hardin,IL
ILC071,county,Henderson,IL
ILC073,county,Henry,IL
ILC075,county,Iroquois,IL
ILC077,county,Jackson,IL
ILC079,county,Jasper,IL
ILC081,county,Jefferson,IL
ILC083,county,Jersey,IL
ILC085,county,Jo Daviess,IL
ILC087,county,Johnson,IL
ILC089,county,Kane,IL
ILC091,county,Kankakee,IL
ILC093,county,Kendall,IL
ILC095,county,Knox,IL
ILC097,county,Lake,IL
ILC099,county,La Salle,IL
ILC101,county,Lawrence,IL
ILC103,county,Lee,IL
ILC105,county,Livingston,IL
ILC107,county,Logan,IL
ILC109,county,McDonough,IL
ILC111,county,McHenry,IL
ILC113,county,McLean,IL
ILC115,county,Macon,IL
ILC117,county,Macoupin,IL
ILC119,county,Madison,IL
ILC121,county,Marion,IL
ILC123,county,Marshall,IL
ILC125,county,Mason,IL
ILC127,county,Massac,IL
ILC129,county,Menard,IL
ILC131,county,Mercer,IL
ILC133,county,Monroe,IL
ILC135,county,Montgomery,IL
ILC137,county,Morgan,IL
ILC139,county,Moultrie,IL
ILC141,county,Ogle,IL
ILC143,county,Peoria,IL
ILC145,county,Perry,IL
ILC147,county,Piatt,IL
ILC149,county,Pike,IL
ILC151,county,Pope,IL
ILC153,county,Pulaski,IL
ILC155,county,Putnam,IL
ILC157,county,Randolph,IL
ILC159,county,Richland,IL
ILC161,county,Rock Island,IL
ILC163,county,St. Clair,IL
ILC165,county,Saline,IL
ILC167,county,Sangamon,IL
ILC169,county,Schuyler,IL
ILC171,county,Scott,IL
ILC173,county,Shelby,IL
ILC175,county,Stark,IL
ILC177,county,Stephenson,IL
ILC179,county,Tazewell,IL
ILC181,county,Union,IL
ILC183,county,Vermilion,IL
ILC185,county,Wabash,IL
ILC187,county,Warren,IL
ILC189,county,Washington,IL
ILC191,county,Wayne,IL
ILC193,county,White,IL
ILC195,county,Whiteside,IL
ILC197,county,Will,IL
ILC199,county,Williamson,IL
ILC201,county,Winnebago,IL
ILC203,county,Woodford,IL
INC001,county,Adams,IN
INC003,county,Allen,IN
INC005,county,Bartholomew,IN
INC007,county,Benton,IN
INC009,county,Blackford,IN
INC011,county,Boone,IN
INC013,county,Brown,IN
INC015,county,Carroll,IN
INC017,county,Cass,IN
INC019,county,Clark,IN
INC021,county,Clay,IN
INC023,county,Clinton,IN
INC025,county,Crawford,IN
INC027,county,Daviess,IN
INC029,county,Dearborn,IN
INC031,county,Decatur,IN
INC033,county,De Kalb,IN
INC035,county,Delaware,IN
INC037,county,Dubois,IN
INC039,county,Elkhart,IN
INC041,county,Fayette,IN
INC043,county,Floyd,IN
INC045,county,Fountain,IN
INC047,county,Franklin,IN
INC049,county,Fulton,IN
INC051,county,Gibson,IN
INC053,county,Grant,IN
INC055,county,Greene,IN
INC057,county,Hamilton,IN
INC059,county,Hancock,IN
INC061,county,Harrison,IN
INC063,county,Hendricks,IN
INC065,county,Henry,IN
INC067,county,Howard,IN
INC069,county,Huntington,IN
INC071,county,Jackson,IN
INC073,county,Jasper,IN
INC075,county,Jay,IN
INC077,county,Jefferson,IN
INC079,county,Jennings,IN
INC081,county,Johnson,IN
INC083,county,Knox,IN
INC085,county,Kosciusko,IN
INC087,county,Lagrange,IN
INC089,county,Lake,IN
INC091,county,La Porte,IN
INC093,county,Lawrence,IN
INC095,county,Madison,IN
INC097,county,Marion,IN
INC099,county,Marshall,IN
INC101,county,Martin,IN
INC103,county,Miami,IN
INC105,county,Monroe,IN
INC107,county,Montgomery,IN
INC109,county,Morgan,IN
INC111,county,Newton,IN
INC113,county,Noble,IN
INC115,county,Ohio,IN
INC117,county,Orange,IN
INC119,county,Owen,IN
INC121,county,Parke,IN
INC123,county,Perry,IN
INC125,county,Pike,IN
INC127,county,Porter,IN
INC129,county,Posey,IN
INC131,county,Pulaski,IN
INC133,county,Putnam,IN
INC135,county,Randolph,IN
INC137,county,Ripley,IN
INC139,county,Rush,IN
INC141,county,St. Joseph,IN
INC143,county,Scott,IN
INC145,county,Shelby,IN
INC147,county,Spencer,IN
INC149,county,Starke,IN
INC151,county,Steuben,IN
INC153,county,Sullivan,IN
INC155,county,Switzerland,IN
INC157,county,Tippecanoe,IN
INC159,county,Tipton,IN
INC161,county,Union,IN
INC163,county,Vanderburgh,IN
INC165,county,Vermillion,IN
INC167,county,Vigo,IN
INC169,county,Wabash,IN
INC171,county,Warren,IN
INC173,county,Warrick,IN
INC175,county,Washington,IN
INC177,county,Wayne,IN
INC179,county,Wells,IN
